output_path,stage,notebook_source,source_csv,source_run_id,source_schema_version,status,reason,caveat_required,model_level,hardware_status,material_model_status,propagation_power_label,visual_quality_status,pixelation_status,final_export_allowed,visualisation_type,caption_gate_key,recommended_action,interpolation_used,interpolation_label_present,units_present,colourbar_label_present,qa_label_visible,registry_schema_version,caption_text,caveat_text,caption_gate_export_allowed,warning_level
Publication_Study/outputs/csv/stage9_capsule/*,capsule_legacy,notebooks/advanced/01_capsule_weld_feature_design.ipynb,Publication_Study/outputs/csv/capsule/*.csv,unknown,1.0.0,legacy_quarantined,Old Stage 9 capsule compatibility CSVs are superseded by capsule/*.csv.,True,geometry_proxy,not_applicable,planning_proxy,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/capsule/*.csv.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/stage_h*/*,advanced_legacy,old advanced notebooks,Publication_Study/outputs/csv/advanced/*.csv,unknown,1.0.0,legacy_quarantined,Superseded by canonical advanced CSVs.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/advanced/*.csv.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/stage10_discrete/*,advanced_legacy,old advanced discrete notebook,Publication_Study/outputs/csv/advanced/discrete_nfold_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Superseded by canonical advanced discrete CSVs.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/advanced/discrete_nfold_*.csv.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/polygonal_hex_ring/*,advanced_legacy,old polygonal hex-ring notebooks,Publication_Study/outputs/csv/advanced/hexagonal_polygonal_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Superseded by canonical advanced hexagonal/polygonal CSVs.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/advanced/hexagonal_polygonal_*.csv.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/hex_outline/*,advanced_legacy,old hollow-hex outline notebooks,Publication_Study/outputs/csv/advanced/hexagonal_polygonal_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Superseded by canonical advanced hexagonal/polygonal CSVs.,True,diagnostic_only,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,not_applicable,False,legacy_csv,diagnostic_legacy,Use outputs/csv/advanced/hexagonal_polygonal_*.csv.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/interface_correction/*,through_sample,legacy interface-correction checkpoints,Publication_Study/outputs/csv/stage_d/*correction*.csv,unknown,1.0.0,diagnostic_allowed,Interface-correction checkpoint CSVs are diagnostic and require ideal-correction caveats.,True,interface_model,diagnostic_only,not_applicable,not_applicable,diagnostic_only,not_applicable,False,diagnostic_csv,interface_correction,Use stage_d correction CSVs for governed exports.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Through-sample interface-correction diagnostic output.,Ideal numerical correction unless explicitly marked physically implemented.,False,amber
Publication_Study/outputs/csv/polarized_train/*,vector_advanced,legacy polarized train checkpoints,Publication_Study/outputs/csv/vector/vector_*.csv,unknown,1.0.0,diagnostic_allowed,Polarized-train CSVs are route diagnostics and not current-lab radial/azimuthal proof.,True,vector_jones,diagnostic_only,not_applicable,not_applicable,diagnostic_only,not_applicable,False,diagnostic_csv,vector_current_lab,Use canonical vector CSVs for final exports.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Vector/Jones current-lab route output.,"Current lab Case 1 is a limited SOP-encoded approximation, not true radial/azimuthal vector-beam generation.",True,amber
Publication_Study/outputs/stage7_materials/*,materials_legacy,old Stage 7 materials outputs,Publication_Study/outputs/csv/materials/material_*.csv,unknown,1.0.0,legacy_quarantined,Old materials output root is superseded by outputs/csv/materials.,True,material_proxy,not_applicable,planning_proxy,not_applicable,legacy_not_reviewed,unknown,False,legacy_output,diagnostic_legacy,Use outputs/csv/materials canonical tables.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/stage_g_validation/*,validation_legacy,old Stage G validation outputs,Publication_Study/outputs/csv/publication_study/validation_suite.csv,unknown,2.0.0,diagnostic_allowed,Old validation output root is retained for comparison; canonical validation CSVs and figures are allow-listed separately.,True,validation,not_applicable,not_applicable,not_applicable,diagnostic_only,review_at_manuscript_size,False,validation_diagnostic_output,validation,Use current publication_study validation outputs for final exports.,unknown,unknown,unknown,unknown,unknown,1.0.0,Validation/QA output.,"Validation output; numerical tolerance, retained-power, and resampling caveats must remain visible.",True,green
Publication_Study/outputs/csv/quicklook/*,quicklook,notebooks/quicklook/00_quick_beam_to_sample_simulator.ipynb,Publication_Study/outputs/csv/quicklook/quicklook_metric_summary.csv,unknown,8.7.0,diagnostic_allowed,Stage 8.7 quick-look metric tables are diagnostic and blocked from final export by default.,True,diagnostic_quicklook,row_level,planning_proxy,row_level,table_or_metadata,not_applicable,False,quicklook_csv,quicklook_diagnostic,Use for interactive review only; rerun governed stages for final exports.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Stage 8.7 quick-look diagnostic output.,Quick-look diagnostic only; visual interpolation is display-only and material response remains a planning proxy.,False,amber
Publication_Study/outputs/json/quicklook/*,quicklook,notebooks/quicklook/00_quick_beam_to_sample_simulator.ipynb,Publication_Study/outputs/csv/quicklook/quicklook_metric_summary.csv,unknown,8.7.0,diagnostic_allowed,"Stage 8.7 quick-look JSON configs are run metadata, not paper outputs.",True,diagnostic_quicklook,row_level,planning_proxy,row_level,table_or_metadata,not_applicable,False,quicklook_json,quicklook_diagnostic,Use for traceability and parameter review only.,not_applicable,not_applicable,yes,not_applicable,yes,1.0.0,Stage 8.7 quick-look diagnostic output.,Quick-look diagnostic only; visual interpolation is display-only and material response remains a planning proxy.,False,amber
Publication_Study/outputs/figures/quicklook/*.png*,quicklook,notebooks/quicklook/00_quick_beam_to_sample_simulator.ipynb,Publication_Study/outputs/csv/quicklook/quicklook_metric_summary.csv,unknown,8.7.0,diagnostic_allowed,"Stage 8.7 quick-look figures are diagnostic, with visual-only interpolation labelled where used.",True,diagnostic_quicklook,row_level,planning_proxy,row_level,diagnostic_only,acceptable,False,quicklook_figure,quicklook_diagnostic,Do not export as a final figure; rerun the governed stage at balanced/publication sampling.,yes,yes,yes,yes,yes,1.0.0,Stage 8.7 quick-look diagnostic output.,Quick-look diagnostic only; visual interpolation is display-only and material response remains a planning proxy.,False,amber
Publication_Study/outputs/manifests/*,manifest,finalize_publication_outputs.py,,unknown,1.0.0,diagnostic_allowed,"Run manifests are traceability artifacts, not paper figures.",True,not_applicable,not_applicable,not_applicable,not_applicable,table_or_metadata,not_applicable,False,manifest,governance_registry,Use for traceability only.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Figure/output governance registry.,Governance artifact; final export is allowed only through the final_export_allowed registry gate.,True,green
Publication_Study/outputs/pytest*,runtime,pytest,,unknown,unknown,rejected,Test/runtime artifacts are never publication outputs.,True,not_applicable,not_applicable,not_applicable,not_applicable,rejected,not_applicable,False,runtime_artifact,rejected,Never export.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Rejected artifact.,Rejected or unknown output; must not be used for publication export.,False,red
Publication_Study/outputs/notebook_check/*,runtime,notebook check tooling,,unknown,unknown,diagnostic_allowed,Notebook execution check artifacts are diagnostics only.,True,not_applicable,not_applicable,not_applicable,not_applicable,table_or_metadata,not_applicable,False,runtime_diagnostic,diagnostic_legacy,Do not include in final reports.,not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/csv/publication_study/*.png*,rejected_misplaced_artifact,unknown,,unknown,unknown,rejected,Image or sidecar under csv/publication_study is a misplaced legacy artifact.,True,not_applicable,not_applicable,not_applicable,not_applicable,rejected,unknown,False,misplaced_artifact,rejected,Do not export; use figures/publication_study validation figures instead.,unknown,unknown,unknown,unknown,unknown,1.0.0,Rejected artifact.,Rejected or unknown output; must not be used for publication export.,False,red
Publication_Study/outputs/**/captions_manifest.jsonl,caption_manifest,vbb_style.save_figure/finalize_publication_outputs.py,,unknown,1.0.0,diagnostic_allowed,"Caption manifests are traceability artifacts, not direct publication figures.",True,not_applicable,not_applicable,not_applicable,not_applicable,table_or_metadata,not_applicable,False,caption_manifest,governance_registry,Use for traceability and caption review only.,not_applicable,not_applicable,not_applicable,not_applicable,yes,1.0.0,Figure/output governance registry.,Governance artifact; final export is allowed only through the final_export_allowed registry gate.,True,green
Publication_Study/outputs/holograms/stage10_discrete/*,advanced_legacy,old advanced discrete notebook,Publication_Study/outputs/csv/advanced/discrete_nfold_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Old discrete CGH outputs predate Stage 8 canonical export labels.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_hologram,diagnostic_legacy,Regenerate only through a governed Stage 8 output.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/holograms/hex_outline/*,advanced_legacy,old hollow-hex outline notebook,Publication_Study/outputs/csv/advanced/hexagonal_polygonal_beam_summary.csv,unknown,1.0.0,legacy_quarantined,Old hollow-outline hologram output predate Stage 8 canonical export labels.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,legacy_hologram,diagnostic_legacy,Regenerate only through a governed Stage 8 output.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/holograms/*,hologram_diagnostics,various notebooks,,unknown,unknown,diagnostic_allowed,Hologram/mask outputs are useful for lab review but not paper figures without exact route labels.,True,not_applicable,not_applicable,not_applicable,not_applicable,diagnostic_only,unknown,False,hologram_or_mask,diagnostic_legacy,Use as lab artifact only unless separately allow-listed.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/outputs/json/*,metadata_outputs,various notebooks,,unknown,unknown,diagnostic_allowed,JSON metadata and diagnostics are not direct publication figures.,True,not_applicable,not_applicable,not_applicable,not_applicable,table_or_metadata,not_applicable,False,metadata_json,diagnostic_legacy,"Use for traceability, not final figure export.",not_applicable,not_applicable,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
Publication_Study/archive/old_outputs/*,archive,archive,,unknown,unknown,legacy_quarantined,Archived old outputs are retained for traceability only.,True,not_applicable,not_applicable,not_applicable,not_applicable,legacy_not_reviewed,unknown,False,archive_artifact,diagnostic_legacy,Never use silently in final publication exports.,unknown,unknown,unknown,unknown,unknown,1.0.0,Diagnostic or legacy artifact.,Diagnostic/legacy output; not final-export safe without explicit caveats and registry allow-listing.,False,red
